"Series";"Time";"Value"
"cpu_usage_total.AAM";"2018-12-04T10:53:11+02:00";0.095
"cpu_usage_total.AAM";"2018-12-04T10:53:13+02:00";0.262
"cpu_usage_total.AAM";"2018-12-04T10:53:14+02:00";0.214
"cpu_usage_total.AAM";"2018-12-04T10:53:16+02:00";0.099
"cpu_usage_total.AAM";"2018-12-04T10:53:18+02:00";0.094
"cpu_usage_total.AAM";"2018-12-04T10:53:19+02:00";0.081
"cpu_usage_total.AAM";"2018-12-04T10:53:21+02:00";0.093
"cpu_usage_total.AAM";"2018-12-04T10:53:22+02:00";1.119
"cpu_usage_total.AAM";"2018-12-04T10:53:23+02:00";0.105
"cpu_usage_total.AAM";"2018-12-04T10:53:25+02:00";0.132
"cpu_usage_total.AAM";"2018-12-04T10:53:27+02:00";0.078
"cpu_usage_total.AAM";"2018-12-04T10:53:29+02:00";0.07
"cpu_usage_total.AAM";"2018-12-04T10:53:30+02:00";0.089
"cpu_usage_total.AAM";"2018-12-04T10:53:32+02:00";0.099
"cpu_usage_total.AAM";"2018-12-04T10:53:33+02:00";0.091
"cpu_usage_total.AAM";"2018-12-04T10:53:35+02:00";0.085
"cpu_usage_total.AAM";"2018-12-04T10:53:37+02:00";0.064
"cpu_usage_total.AAM";"2018-12-04T10:53:38+02:00";0.099
"cpu_usage_total.AAM";"2018-12-04T10:53:39+02:00";0.07
"cpu_usage_total.AAM";"2018-12-04T10:53:41+02:00";0.092
"cpu_usage_total.AAM";"2018-12-04T10:53:42+02:00";0.142
"cpu_usage_total.AAM";"2018-12-04T10:53:44+02:00";0.064
"cpu_usage_total.AAM";"2018-12-04T10:53:46+02:00";0.065
"cpu_usage_total.AAM";"2018-12-04T10:53:48+02:00";0.094
"cpu_usage_total.AAM";"2018-12-04T10:53:49+02:00";0.073
"cpu_usage_total.AAM";"2018-12-04T10:53:51+02:00";0.635
"cpu_usage_total.AAM";"2018-12-04T10:53:52+02:00";0.643
"cpu_usage_total.AAM";"2018-12-04T10:53:54+02:00";0.084
"cpu_usage_total.AAM";"2018-12-04T10:53:55+02:00";0.084
"cpu_usage_total.AAM";"2018-12-04T10:53:57+02:00";0.074
"cpu_usage_total.AAM";"2018-12-04T10:53:58+02:00";0.07
"cpu_usage_total.AAM";"2018-12-04T10:53:59+02:00";0.068
"cpu_usage_total.AAM";"2018-12-04T10:54:01+02:00";11.956
"cpu_usage_total.AAM";"2018-12-04T10:54:02+02:00";0.18
"cpu_usage_total.AAM";"2018-12-04T10:54:03+02:00";0.078
"cpu_usage_total.AAM";"2018-12-04T10:54:04+02:00";0.067
"cpu_usage_total.AAM";"2018-12-04T10:54:06+02:00";0.081
"cpu_usage_total.AAM";"2018-12-04T10:54:07+02:00";0.098
"cpu_usage_total.AAM";"2018-12-04T10:54:08+02:00";26.554
"cpu_usage_total.AAM";"2018-12-04T10:54:10+02:00";46.473
"cpu_usage_total.AAM";"2018-12-04T10:54:11+02:00";43.862
"cpu_usage_total.AAM";"2018-12-04T10:54:13+02:00";40.605
"cpu_usage_total.AAM";"2018-12-04T10:54:14+02:00";31.151
"cpu_usage_total.AAM";"2018-12-04T10:54:16+02:00";26.16
"cpu_usage_total.AAM";"2018-12-04T10:54:17+02:00";26.784
"cpu_usage_total.AAM";"2018-12-04T10:54:18+02:00";42.016
"cpu_usage_total.AAM";"2018-12-04T10:54:20+02:00";47.464
"cpu_usage_total.AAM";"2018-12-04T10:54:21+02:00";31.952
"cpu_usage_total.AAM";"2018-12-04T10:54:23+02:00";26.556
"cpu_usage_total.AAM";"2018-12-04T10:54:24+02:00";30.02
"cpu_usage_total.AAM";"2018-12-04T10:54:26+02:00";20.521
"cpu_usage_total.AAM";"2018-12-04T10:54:28+02:00";0.11
"cpu_usage_total.AAM";"2018-12-04T10:54:29+02:00";0.06
"cpu_usage_total.AAM";"2018-12-04T10:54:31+02:00";0.093
"cpu_usage_total.AAM";"2018-12-04T10:54:32+02:00";0.223
"cpu_usage_total.AAM";"2018-12-04T10:54:34+02:00";0.071
"cpu_usage_total.AAM";"2018-12-04T10:54:36+02:00";0.096
"cpu_usage_total.AAM";"2018-12-04T10:54:37+02:00";0.085
"cpu_usage_total.AAM";"2018-12-04T10:54:39+02:00";0.081
"cpu_usage_total.AAM";"2018-12-04T10:54:41+02:00";0.073
"cpu_usage_total.AAM";"2018-12-04T10:54:42+02:00";0.1
"cpu_usage_total.AAM";"2018-12-04T10:54:44+02:00";0.071
"cpu_usage_total.AAM";"2018-12-04T10:54:46+02:00";0.087
"cpu_usage_total.AAM";"2018-12-04T10:54:48+02:00";0.086
"cpu_usage_total.AAM";"2018-12-04T10:54:49+02:00";2.707
"cpu_usage_total.AAM";"2018-12-04T10:54:50+02:00";37.395
"cpu_usage_total.AAM";"2018-12-04T10:54:52+02:00";59.852
"cpu_usage_total.AAM";"2018-12-04T10:54:53+02:00";34.21
"cpu_usage_total.AAM";"2018-12-04T10:54:55+02:00";40.302
"cpu_usage_total.AAM";"2018-12-04T10:54:56+02:00";44.936
"cpu_usage_total.AAM";"2018-12-04T10:54:57+02:00";30.275
"cpu_usage_total.AAM";"2018-12-04T10:54:59+02:00";46.871
"cpu_usage_total.AAM";"2018-12-04T10:55:01+02:00";40.141
"cpu_usage_total.AAM";"2018-12-04T10:55:03+02:00";46.666
"cpu_usage_total.AAM";"2018-12-04T10:55:05+02:00";41.073
"cpu_usage_total.AAM";"2018-12-04T10:55:08+02:00";36.636
"cpu_usage_total.AAM";"2018-12-04T10:55:09+02:00";39.722
