"Series";"Time";"Value"
"cpu_usage_total.RAP";"2018-11-28T16:55:08+02:00";0.08
"cpu_usage_total.RAP";"2018-11-28T16:55:09+02:00";0.102
"cpu_usage_total.RAP";"2018-11-28T16:55:10+02:00";0.334
"cpu_usage_total.RAP";"2018-11-28T16:55:11+02:00";0.314
"cpu_usage_total.RAP";"2018-11-28T16:55:13+02:00";0.09
"cpu_usage_total.RAP";"2018-11-28T16:55:14+02:00";0.125
"cpu_usage_total.RAP";"2018-11-28T16:55:16+02:00";0.097
"cpu_usage_total.RAP";"2018-11-28T16:55:17+02:00";0.08
"cpu_usage_total.RAP";"2018-11-28T16:55:19+02:00";12.819
"cpu_usage_total.RAP";"2018-11-28T16:55:20+02:00";19.237
"cpu_usage_total.RAP";"2018-11-28T16:55:21+02:00";27.315
"cpu_usage_total.RAP";"2018-11-28T16:55:23+02:00";28.136
"cpu_usage_total.RAP";"2018-11-28T16:55:25+02:00";58.016
"cpu_usage_total.RAP";"2018-11-28T16:55:26+02:00";77.119
"cpu_usage_total.RAP";"2018-11-28T16:55:27+02:00";74.017
"cpu_usage_total.RAP";"2018-11-28T16:55:29+02:00";42.365
"cpu_usage_total.RAP";"2018-11-28T16:55:31+02:00";29.648
"cpu_usage_total.RAP";"2018-11-28T16:55:33+02:00";4.887
"cpu_usage_total.RAP";"2018-11-28T16:55:34+02:00";23.775
"cpu_usage_total.RAP";"2018-11-28T16:55:36+02:00";13.326
"cpu_usage_total.RAP";"2018-11-28T16:55:37+02:00";40.826
"cpu_usage_total.RAP";"2018-11-28T16:55:38+02:00";61.792
"cpu_usage_total.RAP";"2018-11-28T16:55:39+02:00";83.229
"cpu_usage_total.RAP";"2018-11-28T16:55:40+02:00";69.003
"cpu_usage_total.RAP";"2018-11-28T16:55:42+02:00";43.501
"cpu_usage_total.RAP";"2018-11-28T16:55:43+02:00";29.074
"cpu_usage_total.RAP";"2018-11-28T16:55:44+02:00";36.676
"cpu_usage_total.RAP";"2018-11-28T16:55:46+02:00";16.625
"cpu_usage_total.RAP";"2018-11-28T16:55:47+02:00";42.504
"cpu_usage_total.RAP";"2018-11-28T16:55:48+02:00";33.059
"cpu_usage_total.RAP";"2018-11-28T16:55:50+02:00";62.887
"cpu_usage_total.RAP";"2018-11-28T16:55:51+02:00";70.24
"cpu_usage_total.RAP";"2018-11-28T16:55:53+02:00";24.626
"cpu_usage_total.RAP";"2018-11-28T16:55:54+02:00";29.152
"cpu_usage_total.RAP";"2018-11-28T16:55:56+02:00";44.712
